authorId,name,url
39630700,Koustubha Bhat,
20656319,Yuzhong Wen,
2148824,M. Kusano,
38106276,C. Wang,
51247405,Artem Yushkovskiy,
39009395,D. Declerck,
1643895980,A. Abdalmunam,
1398471927,Anuar,
1643891359,MN Junta,
1643891788,NM Nawawi,
71163834,A. Noori,
3146948,G. Narayanaswamy,
145393010,Saurabh Joshi,
38950291,Pallavi Maiya,
2594759,A. Kanade,
3323887,M. Doko,
2569186,Lovro Rozic,
38124023,Huyen T. T. Nguyen,
3216835,C. Coti,
2049039561,Haibo Chen,
1882460,S. S. Chakraborty,
2842038,Florian Furbach,
145349503,C. Narayan,
47192047,Subodh Sharma,
1397001683,S. Arun-Kumar,
1508887325,A. Verma,
1508889787,P. Kalita,
1508412804,Awanish Pandey,
47462633,Tuan Phong Ngo,
1666244120,Ori Lahav,
1997179135,Weiyu Luo,
2008271888,Brian Demsky,
10652985,Naling Zhang,
103648325,S. Dalvandi,
1707313,B. Demsky,
145773256,P. Lam,
2259734,Nick Giannarakis,
7277539,Bui Phi Diep,
2473889,Peizhao Ou,
3091877,D. Schemmel,
51111539,Julian Büning,
1696660601,David Laprell,
52099927,K. Wehrle,
70288473,N. Gavrilenko,
3491943,Shiyou Huang,
32065383,Jeff Huang,
3068011,R. H. Güting,https://www.semanticscholar.org/author/3068011
145262422,A. Sprague,
2883255,G. Blankenagel,
49144206,Mi. Lu,
143699283,S. Chandran,
1846778,S. H. Kim,
1709509,D. Mount,
145496932,J. Tsay,
49040762,C. Fan,https://www.semanticscholar.org/author/49040762
48908420,C. Huang,https://www.semanticscholar.org/author/48908420
145990147,H. Shyr,https://www.semanticscholar.org/author/145990147
6454147,H. Marwani,
1723045,E. Mayr,https://www.semanticscholar.org/author/1723045
1800485,S. Bardin,
1751144,N. Cocco,
145669472,A. Marin,
33937482,Marta Simeoni,
34838669,Alexey A. Tovchigrechko,
3139667,Ö. Egecioglu,
74991381,Saadallah Nejm,
143742406,Jehoshua Bruck,
144828543,M. Cook,
3104168,Kamila Barylska,
1739467,Edward Ochmanski,
2299050,Arnaud Sangnier,
32199838,A. K. Dhar,
2244509,T. Gazagnaire,
2652547,G. Saxena,
121876758,E. V. Kuzmin,
144042457,D. Chalyy,
2346323,J. Baez,
50206273,Jacob Biamonte,
1720399,G. Sutre,
2738146,Péter Battyányi,
1728742,György Vaszil,
1729860,I. Stewart,
34813755,S. W. Shin,
1786591,C. Thachuk,
3094920,E. Winfree,
34941396,M. Varea,
3307884,Jeremias Weihmann,
49566540,S. Lippert,
1873952,G. Spagnolo,
2315762,M. Weidlich,
34515205,R. Conforti,
145751296,S. Overbeek,
145119936,Rick Brouwers,
103142737,María Rosa Martos Salgado,
144828551,M. Cook,
1788421,David Soloveichik,
1400000288,G. Michele Pinna,
2482373,Ziyue Ma,
48428956,Y. Tong,
1706193,Z. Li,
1695819,A. Giua,
51231871,Jade Master,
1679466,M. Bravetti,
2300809,Yves-Stan Le Cornec,
11131177,D. Lee,https://www.semanticscholar.org/author/11131177
50148472,G. Yao,
9546964,S. Chang,
40143631,W. Liu,
2851989,D. Rachkovskij,
143612763,S. Karaman,
1777799,Emilio Frazzoli,
35084211,M. Lewis,
2030918,X. Chen,
47130326,S. Liu,
2450823,C. Zhang,
72431803,J. Zhu,
145250231,Daniel C. Ferreira,
144409019,Félix Iglesias,
2607631,T. Zseby,
97825800,S. Prasanna,
46179848,H. Mohamed,
1405802545,S. Marchand-Maillet,
1879294,J. Hernandez,
2331754,Colin Degraf,
2386721,T. Matteo,
145500976,Bin Fu,
3370368,E. Fink,
30367882,Garth A. Gibson,
33311464,J. Lee,
2822741,S. Ólafsson,
38898640,M. Zhang,
1772774,Yuxiong He,
3388398,Yanggeng Fu,
2009393985,Jin-Hui Zhuang,
1994343285,Yu-Peng Chen,
32249348,G. Warnell,
145776797,P. David,
9215658,R. Chellappa,
27042840,D. Willard,
145052952,Fahad Saeed,
1775649,T. Pisitkun,
144258387,M. Knepper,
1776097,J. Hoffert,
1720400,B. Nickerson,
33204010,Qingxiu Shi,
48579638,H. Jiang,
46571658,Yating Shi,
48935300,Chuanwei Zhang,
2812506,Bozhong Liu,
39792273,L. Chen,
1694121,Xingquan Zhu,
40453004,W. Qiu,
1710936,Sivarama P. Dandamudi,
3086101,G. Price,
48227608,J. Parkhurst,
78583095,P. J. Sharrock,
50526088,C. Moore,
30797766,Pooya Tavallali,
47662743,Peyman Tavallali,
144772132,M. Singhal,
47859340,Dong Wang,
103510584,Y. Zhou,
2394624,Sihong Shao,
49120080,Lingke Bu,
35862528,F. Ott,
49071127,Won-Seok Choi,
145021027,S. Oh,
40644100,A. Joseph,
38788541,C. Lee,
2191442,Ling-Ju Hung,
36916881,Maw-Shang Chang,
51400716,C. Shen,
2384284,Marc Alzina,
9348090,W. Szpankowski,
1732163,A. Grama,
2104662,Yury Malkov,
145920648,A. Ponomarenko,
145580608,A. Logvinov,
144263439,V. Krylov,
144170055,Matheus Nerone,
1992245,Tobias Rawald,
46861575,Simen Hexeberg,
143900009,Lei Li,
2636932,W. Wang,
6415958,D. Sengupta,
2877674,Erhan Ergin,
2579250,Hao Wooi Lim,
9201065,Yong Haur Tay,
70102790,Эльяр Эльдарович Гасанов,
102807874,E. E. Gasanov,
90484694,Инга Владимировна Кузнецова,
6134073,I. Kuznetsova,
1742196,S. Durocher,
7156088,M. Skala,
1772615,Bryan T. Wilkinson,
36262870,Sean T. Hammond,
14744981,M. Kopernický,
2400839,Radoslav Gargalík,
2247971,O. Procopiuc,
1729201,L. Arge,
1409243432,Mark McCartin-Lim,
144078750,A. Mcgregor,
46885957,R. Wang,
2127530,A. I. Wagan,
1784847,S. Bres,
1739381,H. Emptoz,
2485425,J. Zhang,
51185589,Xiaojie Xiu,
1780750,Timo Bolkart,
1792200,Stefanie Wuhrer,
1684866,Chaomin Shen,
81661861,Mixue Yu,
15453987,Chenxiao Zhao,
1984917,Yaxin Peng,
1730192,Guixu Zhang,
67154907,Masashi Sugiyama,
34628173,K. Tsuda,
37748424,S. Choudhary,
145856370,N. Kumar,
153450107,S. Narayanan,
144172505,U. Mitra,
90252721,A. Perez,
2024597,L. Shu,
39602222,Aiyou Chen,
1937633,M. Xiong,
38699354,W. Meng,
143986676,Kai Ren,
2283085,A. Meliou,
1729605,Gerome Miklau,
67016465,Minjia Zhang,
2936855,Leander Schietgat,
3183958,Thomas Fannes,
144563617,J. Ramon,
34458529,Ahmed M. Khedr,
46347218,R. Miller,
1707801,B. Myers,
145307943,D. Garlan,
2225208,Martin Raack,
144754478,O. Kao,
145433268,Q. Cheng,
145574672,Xin Lu,
32830267,Z. Liu,
2078113,Jincai Huang,
1979521,Guangquan Cheng,
77492780,J. Lau,
2045173375,Angus Ritossa,
119773932,Nuno Henrique,
52535313,中山 英樹,
48354964,Zhaowei Chen,
3114703,Dongxia Chang,
38161033,Y. Zhao,
3449207,Hongming Shan,
2247926,Junping Zhang,
145323241,U. Krüger,
3062378,M. Bußler,
2886861,Tobias Rick,
1405700929,Andreas Kelle-Emden,
38784313,B. Hentschel,
144483066,T. Kuhlen,
46691690,Denis Chekhov,
2076499,K. Krawiec,
48069610,Tomasz P. Pawlak,
145533896,C. Weber,
3200026,S. Hahmann,
144031802,H. Hagen,
8698304,B. Gault,
144808704,M. P. Moody,
35237131,J. Cairney,
40087554,S. Ringer,
1847740,Yuzuru Okajima,
50151276,K. Maruyama,
29394639,Stepan A. Nersisyan,
2231294,Vera V. Pankratieva,
48774888,V. M. Staroverov,
7592262,V. E. Podolskii,
5689178,T. Ellena,
1679117,C. K. Poon,
1723766,H. Baird,
1705780,M. R. Casey,
144722886,B. Li,
2953446,J. Pärn,
2679263,Hongjoo Park,
143712374,J. Carbonell,
143769931,Y. Ding,
2501939,Zuhua Xu,
39049821,J. Zhao,
2622980,Zhijiang Shao,
2886493,N. Correll,
49496087,M. Otte,
27371799,Klaas Klasing,
144189700,Jianfeng Li,
1806110,S. Chen,
29761651,Lin-mao Duan,
37445467,L. Niu,
2020036,T. Hruz,
2428496,Marcel Schöngens,
36766903,H. Huang,
32412901,W. Yang,
51200979,K. Wang,
2241072,Na Ruan,
145549661,Wenyuan Gao,
144387494,N. Liu,
9227439,Y. Zhang,
1741455,K. Larsen,
46395893,Y. Wang,
145182519,D. Mao,
1705539,Y. Xu,
3194141,P. Gonnet,
40307751,M. Schaller,
2043671,T. Theuns,
2120318,Aidan B. G. Chalk,
144919224,Xiang Yin,
1678597,I. Düntsch,
1721198,G. Gediga,
3245095,Y. Livnat,
145207045,A. Reid,
2504669,Y. Zamani,
47177442,H. Shirzad,
145194506,S. Kasaei,
47159366,P. Friedrich,
78359347,Leo Browning,
1825422,A. Wu,
2915395,S. Sadraddini,
1726802,Russ Tedrake,
1732093,T. Fournel,
46846049,A. Rivoire,
50373136,Jean-Marie Becker,
2914817,B. Javidi,
2273943,A. Ganti,
2944582,Uzoma Onunkwo,
50855465,Brian Van Leeuwen,
50857347,Michael P. Scoggin,
2059719,R. Schroeppel,
35127005,K. Lee,
34582537,K. Lee,
35215739,M. Abouelhoda,
1753431,E. Ohlebusch,
92661320,S. Schmeja,
2766196,A. Zawaira,
39290193,M. Gallotta,
1401072471,Natasha Beeton-Kempen,
48938039,Lauren Coulson,
144630248,P. Marais,
2771845,M. Kuttel,
144503692,J. Blackburn,
1409839198,Gang Liu,
32278515,Junbin Gao,
2965356,Zhenwen He,
8677944,Mingyuan Bai,
49673018,Chengjun Li,
2049261,Kunho Kim,
2062724,M. Hasan,
7212202,Jae-Pil Heo,
5068280,Yu-Wing Tai,
144182454,S. Yoon,
2140685,M. Waschbüsch,
2061881,Ziqing Guo,
39389412,Hua Zhang,
40129103,Xin Zhang,
2650100,Zhengping Jin,
145287269,Qiaoyan Wen,
34404403,Jan Zacharias,
1643822476,Joanne Kehoe,
70431591,Olga Perkovic,
27968756,T. Henderson,
145099540,A. Semenov,
7736135,A. Mazeev,
103747590,D. Doropheev,
104480231,T. Yusubaliev,
2468006,Yi-Wei Chiu,
2633139,Yu-Hao Hu,
145532779,M. Tu,
2776815,Jun-Kai Zhao,
1732586,S. Jou,
1691788,C. Chuang,
3062169,Reza Davarzani,
2971520,K. Yaghmaie,
2689404,S. Mozaffari,
16104873,Meysam Tapak,
1777544,A. Brunton,
145010627,Augusto Salazar,
2619364,Wonseok Choi,
2220596,Seyoung Oh,
145158504,X. Yin,
144593941,Ke Qiang Qiu,
143716434,Michael Winter,
2007702,Y. V. S. Filho,
46541887,J. Dreher,
2668906,Guofeng Tong,
2848412,J. Gu,
13560802,S. Grein,
40296434,M. Stepniewski,
46761421,S. Reiter,
2696498,Markus M. Knodel,
2124661,G. Queisser,
2032248,T. Marchant,
39398584,G. Whitfield,
2951595,C. Moore,
40517925,Peng Zhang,
3284208,B. Gao,
48358041,L. Guo,
47424067,C. Zhang,
4348212,Z. Dong,
145370028,D. Haley,
144602346,T. Petersen,
50379628,G. Barton,
144347727,R. Shah,
1733907,Sharma V. Thankachan,
3000174,Veselina G. Jecheva,
3113768,E. Nikolova,
1702048,L. Jovanov,
1745262,A. Pižurica,
102623536,W. Philips,
144736460,T. Hema,
2764111,K. S. Easwarakumar,
103784733,Yingda Guo,
101566577,B. Bahmani,
40984439,WaiChing Sun,
116926419,Tin Vu,
36003070,A. ElDawy,
145532507,Richard Keiser,
31742772,Michael A. Moll,
2320695,Christian Beder,
1997579,A. McGibney,
3289146,M. Klepal,
49878499,G. Navarro,
144347726,R. Shah,
1789656,F. Zhang,
46636504,Y. Gao,
151484850,Liuqing Xu,
143757792,Ming Chang,
50366200,Leonid Shamis,
145488769,H. Jiang,
145920230,Marc Solé,
1393629404,V. Muntés-Mulero,
2697030,Jordi Nin,
35078078,Martin Wicke,
46798498,Tomoyuki Kanda,
34581452,K. Morishige,
2133099,Ilia Zvedeniouk,
50793091,S. Chawla,
40405071,Jean Nonnemaker,
14017833,Don L. Delorenzo,
31717545,Jürgen Toelke,
69032233,D. Saupe,
36997560,T. Butler,
50449881,L. Graham,
145298548,S. Mattis,
40213315,S. Walsh,
48740442,P. Alexander,
72253527,L. Andrey,
122357909,Guangfu S.G.F Shi,
153398849,M. Hildebrandt,
143719278,F. Kirchner,
46202524,A. Elsafty,
145543054,P. K. Loh,
144608446,Y. Xiang,
47118987,Xi Wang,
1939763,Jianxi Fan,
121329549,Yuejuan Han,
1936145,Wu-Jun Zhou,
1680062,Shukui Zhang,
1402997341,Z. Ben-Miled,
1876619,N. Li,
32446408,M. Baumgartner,
26885279,Yuhuai Liu,
2320608,N. Hsien,
1783959,V. Auletta,
67012479,J. Fang,
9104716,Y. Liu,
1723256,Chao-Chin Wu,
1708362,T. Pratt,https://www.semanticscholar.org/author/1708362
33157365,Fran Allen,
1685689,B. Rosen,
36114502,M. Wegman,
73768233,Kenneth Zadeck,
4447122,A. Przekora,
6269193,J. Czechowska,
3814847,D. Pijocha,
6550843,A. Ślósarczyk,
3884499,G. Ginalska,
11268822,R. Gürkan,
11985456,Nail Altunay,
31872960,Orr Tamir,
143628060,A. Morrison,
1722787,Noam Rinetzky,
1403841397,Guy Golan-Gueta,
2261931,N. Bronson,
144653825,A. Aiken,
153477622,G. Ramalingam,
1702872,S. Sagiv,
1743232,Eran Yahav,
72811164,N. Rinetzky,
102852042,M. Sagiv,
40071817,Alex Aiken,
144142235,H. Attiya,
1399244994,Dana Drachsler-Cohen,
1736447,Martin T. Vechev,
3114123,G. Cormack,https://www.semanticscholar.org/author/3114123
2417464,J. Ophel,https://www.semanticscholar.org/author/2417464
2632629,Carlos Camarão,
34967394,Cristiano D. Vasconcellos,
1811291,L. Figueiredo,
144720909,João Nicola,
32560593,A. Spanò,
144479051,A. Moss,
52073347,Robert Schluntz,
1795994,P. Buhr,
2721749,H. Kellerer,
145307211,V. Kotov,
144419586,Qian Cao,
47001807,Y. Li,
5686267,Guohua Wan,
145221956,Mark Stillwell,
2491624,Sheng-Yi Cai,
49003467,Qi-Fan Yang,
1707417,H. Casanova,
41070781,F. Vivien,
1799710,A. Fügenschuh,
1736775,Z. Tuza,
3363739,Krzysztof Wesek,
40148157,D. Ye,
1696554,Guochuan Zhang,
143634448,C. T. Ng,
144198587,S. Albers,
8352118,M. Hellwig,
73144778,W. Krzysztof,
145849135,Z. Tan,
145631862,S. J. Cao,
46649145,Ning Ding,
144250435,X. Han,
143822920,He Jiang,
145475634,Y. He,
67167661,D. Dwibedy,
1482551853,Rakesh Mohanty,
36628671,Zhaohui Liu,
1733113,T. Kanade,
3371403,J. Kleinberg,
52344913,Switzerland Moni Naor,
2164045,Xinrong Lu,
51051871,Xiao Min,
1749850,J. Liu,
1769645,M. Speranza,
48607844,Y. Wu,
9390267,Qifan Yang,
49866873,Yikun Huang,
1695955,K. Pruhs,
1702057,Eric Torng,
144588891,Y. Wu,
144153718,H. T. Kung,https://www.semanticscholar.org/author/144153718
144102674,C. Papadimitriou,https://www.semanticscholar.org/author/144102674
23309235,Yuru Ge,
95555110,Md. Ikram Ul Hoque,
9898319,Q. Qu,
50345394,Yazeed Alabdulkarim,
3419323,Marwan Almaymoni,
143903870,Shahram Ghandeharizadeh,
49558419,K. Brahmadathan,
1714104,Dominik Moritz,
2740804,Peter Bailis,
5620508,P. Kuznetsov,
40020483,S. Ravi,
49561668,Lillian Tsai,
74365842,J. Bergstra,
145907404,M. Burgess,
144315337,V. Krishnaswamy,
1423476232,F. M'bwangi,
51309368,Dagmar Nemček,
3911557,Petra Kůrková,
83599147,Julie Wittmannová,
1695836,Kuen-Fang Jea,
1700052,Tsui-Ping Chang,
3316375,Chia-Wen Cheng,
50561175,J. Zhang,
46398968,Y. Liu,
49722893,Jingwen Liu,
48748895,T. He,
94510080,Y. Xie,
3224224,Ferri Abolhassan,https://www.semanticscholar.org/author/3224224
145604541,J. Keller,https://www.semanticscholar.org/author/145604541
1727613,W. Paul,https://www.semanticscholar.org/author/1727613
145722181,V. Leppänen,
8998157,M. Forsell,
2144995,Jari-Matti Mäkelä,
32835626,P. Bach,
35621429,Michael Bosch,
153701767,J. Fischer,
2177895,C. Lichtenau,
34659237,J. Röhrig,
2663988,R. Dementiev,
41201392,M. Klein,
1974678,Phillip B. Gibbons,
1745572,Y. Matias,
144368439,V. Ramachandran,
144035019,E. Hansson,
2179219,D. Åkesson,
2887723,C. Kessler,
145128258,G. Rünger,
1706349,T. Rauber,
2938631,A. Podehl,
1683946,A. Ehrenfeucht,https://www.semanticscholar.org/author/1683946
2018937,A. Feliachi,
1382227466,C. B. Nielsen,
40863346,S. L. M. Barrocas,
41066635,M. Oliveira,
2031471,F. Hübner,
1905013,W. Huang,
1746497,J. Peleska,
145044096,M. Wenzel,
145093705,A. Mota,
34896677,Adalberto Farias,
46629487,A. Didier,
49544284,X. Liu,
9073241,J. Li,
145538023,T. Jiang,
145501268,J. Baxter,
1963885,Andy Gimblett,
2224416,Temesghen Kahsai,
152215548,L. O'Reilly,
1772540,M. Roggenbach,
114857156,A. Cavalcanti,
47074818,Chen-Wei Wang,
3181766,A. Cavarra,
46426931,J. Davies,
32739357,Alex D. B. Alberto,
40328907,D. J. Brown,https://www.semanticscholar.org/author/40328907
34898274,B. Baker,https://www.semanticscholar.org/author/34898274
3320249,H. Katseff,https://www.semanticscholar.org/author/3320249
2389746,Rolf Harren,
145091280,W. Kern,
3747964,Z. Zhang,
49279563,Lidong Wu,
47210655,Wen Xu,
1707693,S. Fekete,
3244999,Tom Kamphans,
3276592,Nils Schweer,
2710719,J. J. Paulus,
2248212,B. Choudhury,
2102647,B. B. Biswal,
34736285,Guosong Yu,
49600131,Yanling Mao,
1949463,Jiaoliao Xiao,
9896610,C. Wong,
1387448507,Roberto Solis-Oba,
1778437,G. Persiano,
145463973,E. Coffman,
1707995,P. Winkler,
5275598,Z. Z. Du,
1887932,N. Ntene,
115335166,J. V. Vuuren,
1688140,J. Hurink,
35108036,Matthew R. Hyde,
48277692,J. Woodward,
3046804,E. Burke,
8159757,Q. He,
48205425,K. Jansen,
37483346,Kim-Manuel Klein,
19176024,Maria Kosche,
11829386,Leon Ladewig,
1716037,O. Nevalainen,
2848257,P. Médéric,
145938245,M. Moan,
117026163,M-H Klopffer,
1403090269,Y. Saint-Gerard,
1723059,H. Christensen,
47701171,A. Khan,
145729210,Sebastian Pokutta,
1709373,P. Tetali,
69333436,Yoga Jaideep Darapuneni,
9676490,A. Ślosarczyk,
50842745,P. Krawczyk,
143889197,John R. Woodward,
1744120,F. Fomin,
143621583,S. Saurabh,
118400847,Dimitrios M. Thilikos,
144839077,K. Gu,https://www.semanticscholar.org/author/144839077
144791368,G. Wang,https://www.semanticscholar.org/author/144791368
145018147,Sheng Wen,https://www.semanticscholar.org/author/145018147
50719131,K. Gu,
40097528,Wen-Bin Zhang,
2398451,Se-Jung Lim,
48267449,P. K. Sharma,
148421911,Zafer Al-makhadmeh,
145552317,A. Tolba,
3559080,Qianqian Su,
49775269,Rui Zhang,
143738505,Rui Xue,
50492736,Pengchao Li,
144607195,K. Fan,
51044619,Shangyang Wang,
2650023,Yanhui Ren,
29329994,H. Li,
46285939,Yintang Yang,
152987957,T. Wang,
50682496,L. Qiu,
3097765,A. K. Sangaiah,
34389367,Anfeng Liu,
134362880,Md. Zakirul Alam Bhuiyan,
50032304,Y. Ma,
46431845,S. Rani,
2498790,Syed Taqi Ali,
145637591,Tian Wang,
143974984,Yaxin Mei,
20314549,Xu-Xun Liu,
89217275,J. Wang,
2464154,Hongning Dai,
1687446,Z. Wang,
1727042,S. Khan,
1874286,R. Khan,
2003520366,Ifra Salaudin,
150299337,Shri Kant,
143725682,S. Khaitan,
9407979,T. Thwin,
2141123,S. Vasupongayya,
144566428,F. Yu,
1471720215,Qiuzhen Wan,
152312410,Jie Jin,
50703952,L. Li,
114361072,Binyong He,
87109212,Li Liu,
1471709985,Shuai Qian,
31225422,Y. Huang,
3286418,Shuo Cai,
143960830,Y. Song,
144212124,Q. Tang,
144343897,R. Guo,
1749044,Huixian Shi,
49033207,Qinglan Zhao,
47307618,D. Zheng,
144566423,F. Yu,
49192807,L. Li,
144212123,Qiang Tang,
145110803,Y. Song,
144131996,Quan Xu,
1485742449,Fei Yu,
144364070,Z. Zhang,
1406059138,Hui Shen,
48356080,Yuanyuan Huang,
73641399,C. Shi,
1868817,Sichun Du,
66508273,Y. Li,
1712187180,Xu Chen,
1785971,Yuyu Yin,
1419772329,Jian Wan,
1624952991,Jilin Zhang,
1719163,Li Kuang,
92377616,Zeyong Dong,
3456496,Sana Belguith,
3267285,N. Kaaniche,
3062432,Mohammad Hammoudeh,
40471592,Fei Yu,
120095706,Li Liu,
40166085,Q. Wan,
1891349,Pingshui Wang,
70544755,Q. Ma,
145378634,F. Yu,
2553333,L. Liu,
145177400,B. Yin,
47515112,Q. Xu,
1722273,D. Bresolin,https://www.semanticscholar.org/author/1722273
1723502,A. Montanari,https://www.semanticscholar.org/author/1723502
2409643,A. Chebotarev,
1932094,Moritz Lichter,
1731120,G. Smolka,
113002840,S. Nithyanandan,
114981946,S. JayanthanK,
116038179,Combi Carlo,
1810018,P. Sala,
2425301,S. Barth,
94088023,A. N. Chebotarev,
145382876,S. Kumar,https://www.semanticscholar.org/author/145382876
6060244,C. P. Rangan,https://www.semanticscholar.org/author/6060244
118498546,M. Schraagen,
1680388,W. Kosters,
2445522,Peter Krusche,
1682597,Shu-Hua Hu,
31270169,C. Wang,
1746813,H. Chen,
144218305,R. Rubi,
2903135,L. Arockiam,
7892818,Yen-Chun Lin,
2467913,Jih-Wei Yeh,
2751653,K. Tseng,
40094148,De-Sheng Chan,
1680299,C. Yang,
32652674,Shou-Fu Lo,
1996751,C. Rick,
9267429,Indu,
9134961,Prerna,
2525396,J. Chen,
7536938,R. Chowdhury,
1922106,A. Apostolico,
33612217,S. Browne,
145782353,C. Guerra,
1835401,A. Tiskin,
80245153,R. A. Chowdhury,
40348144,Hai-Son Le,
66728417,Indu,
1797999,Ronald I. Greenberg,
71586946,William Steingartner,
1752952946,Ján Eged,
40864916,Davorka Radaković,
1752952886,Valerie Novitzká,
2640719,Thomas Giammo,https://www.semanticscholar.org/author/2640719
46864262,H. Naccache,
2509884,Gerald C. Gannod,
115992130,M. Hussein,
144880357,Mohamed-H Mousa,
1402446348,Zorica Perić-Hajzler,
4539750,L. Zolotarevski,
1417716563,Dušan Šofranac,
13019194,L. Kandolf Sekulović,
35700943,A. Bartels,
2574127,G. Kulczycki,
34582591,R. London,
2665014,B. Lampson,
47609978,J. Mitchell,
1704912,G. Popek,
144939605,P. Pritchard,
40012576,Greg Kulczycki,
2340973,Bruce W. Weide,
1710402,I. Honkala,https://www.semanticscholar.org/author/1710402
1680731,A. Lobstein,https://www.semanticscholar.org/author/1680731
2759728,O. Hudry,
2615720,I. Charon,
1764078,T. Laihonen,
2818137,Sanna M. Ranto,
2050726,Florent Foucaud,
145863852,R. Dhanalakshmi,
2699724,C. Durairajan,
2518849,Julien Moncel,
1695105,G. Cohen,
1717922,M. Karpovsky,
2671320,L. Levitin,
2027205,Nidhi Kalra,
50333126,A. Kumar,
32381380,Argimiro Alejandro Arratia Quesada,
47311204,A. Kumar,
1749425,Tomáš Masopust,
69027643,Ota Jir,
144852398,Lucie S. Dvorakova,
3096973,Argimiro Arratia,
2108388,O. Jirák,
2137165,D. Kolár,
2467676,Liviu P. Dinu,
103696668,Jiřı́ Kučera,
113472120,Bhavya Mor,
71182695,Sunita Garhwal,
48822788,A. Kumar,
2365339,S. Woodworth,
2147013,Suey Wang,
2698918,Corina Bocaneala,
3083812,S. Ewert,
38797274,M. Rabkin,
32701975,T. Smith,
2046762,Charita Bhika,
11393411,R. Schwartz,
2178602,Mutahi Waruhiu,
30245371,H. Beek,
2299470,L. Ciobanu,
5463501,M. Elder,
3373784,Michal Ferov,
3231338,G. Falin,https://www.semanticscholar.org/author/3231338
145785208,M. M. Dìaz,https://www.semanticscholar.org/author/145785208
2597039,J. R. Artalejo,https://www.semanticscholar.org/author/2597039
3260105,Rongxi Zhou,
145499694,J. M. Rodríguez,
49760690,M. J. Herrero,
2729287,Sofiane Ouazine,
144232699,Karim Abbas,
33485998,V. Rykov,
102356294,D. Efrosinin,
15376391,N. Stepanova,
35349174,J. Sztrik,
102805103,Julia Amador Pacheco,
34768799,W. Kang,
1398006025,M. J. Lopez-Herrero,
2294692,I. Atencia,
144249576,P. Moreno,
145076221,G. Farr,https://www.semanticscholar.org/author/145076221
2990780,F. Ameur,https://www.semanticscholar.org/author/2990780
152702481,P. Fischer,https://www.semanticscholar.org/author/152702481
2227181,K. Höffgen,https://www.semanticscholar.org/author/2227181
144947701,Linqiang Pan,
2913399,Bosheng Song,
1398973489,Luis Valencia-Cabrera,
67084199,Gabriel Ciobanu,
67020546,H. Comon,
1799613,R. Nieuwenhuis,
144258850,M. Fernández,
3167986,C. Fermüller,
1705636,R. Pichler,
1787933,M. Bonacina,
1684407,U. Furbach,
1402988447,Viorica Sofronie-Stokkermans,
2433996,Daniel Gâinâ,
39445424,M. Subramaniam,
3195084,A. Oliveira,
144573069,M. Fink,
2756122,H. Tompits,
1743085,S. Woltran,
1873607,Joshua Bax,
144880146,K. Korovin,
2738813,C. Grabmayer,
52139562,D. Gaina,
1759225,U. Egly,
66394751,Stefan Woltran,
2016146,D. Lugiez,
9191168,Silvano Dal Zilio,
2064187,D. Dougherty,
144999756,C. Kirchner,
145490472,H. Kirchner,
145230294,M. Alpuente,
143913280,S. Escobar,
1745692,Salvador Lucas,
35896130,David Meier,
1712607,M. Nesterenko,
2938779,M. Mizuno,
1699254,Héctor Ruíz Barradas,
1785417,M. Charpentier,
1732486,K. M. Chandy,
3030571,S. Carlsson,https://www.semanticscholar.org/author/3030571
35111437,Jingsen Chen,https://www.semanticscholar.org/author/35111437
144546073,Marie Durand,
1398398080,V. Estivill-Castro,
2253818,C. Levcopoulos,
123531743,Chih L. Yeh,
2050318,J. Greyling,
144747855,C. Cilliers,
145871645,K. P. Girish,
11184165,J. Sunil,
145251860,J. Cannon,
2025734,G. Havas,
34906713,S. Akhter,
144554323,M. T. Hasan,
144133730,V. Estivill-Castro,
2281207,K. Wagner,https://www.semanticscholar.org/author/2281207
144050666,P. Azar,
1689467,S. Micali,
1786049,Y. Papakonstantinou,
1712699,Arfst Nickelsen,
1683672,Till Tantau,
1710207,P. Koiran,
143929427,D. Meister,
49633004,I. Ceylan,
1690572,Thomas Lukasiewicz,
144138457,Rafael Peñaloza,
144553301,F. Parisi,
145899413,J. Grant,
46512381,Michael J. Maher,
1776434,P. Bürgisser,
1699072,T. Yamakami,
1775017,Sébastien Tavenas,
144569240,J. Goldsmith,
35201278,C. Lusena,
2058525,Gergely Kovásznai,
47013041,A. Fröhlich,
1790450,Armin Biere,
1720600,P. Schnoebelen,
144507365,C. Bäckström,
1732843,D. Kratsch,
1704334,K. Ko,
1709608,W. Tzeng,
34717439,A. Lechner,
1702514,J. Ouaknine,
1683653,J. Worrell,
144950744,K. Fujii,
1746389,H. Kobayashi,
2151859,Tomoyuki Morimae,
1735518,H. Nishimura,
50182881,Shuhei Tamate,
1798069,Seiichiro Tani,
1678402,J. Cai,
1696818,Venkatesan T. Chakaravarthy,
145931763,Thomas Watson,
2111187,Siamak Ravanbakhsh,
2033986,H. Niemistö,
2427564,A. Chateau,
144914196,M. More,
3342623,Sylvain Perifel,
46697932,J. Lin,
2970363,F. Saccà,
31993220,M. Schaefer,
77631352,S. Avenue,
8259074,Christopher Umans,
48595323,M. Jansen,
1764579,J. Kwisthout,
1469439910,J. D. Anda-Suárez,
144091010,M. Carpio,
145024630,S. Jeyakumar,
3311469,H. J. P. Soberanes,
9905044,J. F. Mosiño,
8362826,L. Reyes,
1802957,Matthias Thimm,
